Text;Is this a Case Report reporting on the history of a single patient?;Did the patient receive radiation therapy?;Did the patient receive the systemic therapy Cisplatin?;Was Cisplatin given before RT?;Was Cisplatin given at the same time as RT?;Was Cisplatin given after RT?;male;female;lung;kidney;lymphoma;skin;gyn;pancreas;patient died;positive outcome from ICI/RT-Interaction;negative outcome from ICI/RT-Interaction
Possible thoracic metastasis from squamous cell carcinoma of the external auditory canal: A case report.An 80-year-old never-smoking woman, who underwent radiotherapy in combination with simultaneous intra-arterial chemotherapy for external auditory canal squamous cell carcinoma (SCC) 10 years ago, was referred to our department due to a painful huge chest wall tumor. We conducted surgical resection combined with the right upper lobe and chest wall including the 3rd to 5th ribs and affected serratus anterior muscle. Histologically, atypical keratotic cells with the same morphology as external auditory canal SCC proliferated without the figure of carcinoma in situ or squamous dysplasia of the bronchial epithelium of the lung parenchyma adjacent to the tumor. Take Home Message: If long-term imaging follow-up had been performed, it would have been easier to detect it early and differentiate it from metastasis or primary lung cancer.;TRUE;TRUE;FALSE;;;;;;;;;;;;;;
Novel Onset of Cutaneous Lupus Erythematosus Induced by Pembrolizumab.;FALSE;;;;;;;;;;;;;;;;
Enfortumab vedotin as a salvage option as 5th line therapy for metastatic urothelial bladder cancer.A 67-year-old female patient with a muscle-invasive, non-metastatic urothelial bladder cancer (UC) (pT2 G3 cN0 cM0) developed metachronous metastases within 6 months after radical cystectomy with ileal conduit urinary diversion. After a good primary response to platinum-based chemotherapy, treatment was switched to the immune checkpoint inhibitor (ICI) pembrolizumab due to progressive disease. Subsequently the patient underwent selective internal radiotherapy (SIRT) of the liver and received vinflunine as well as a re-challenge with pembrolizumab. Two years after the initial diagnosis, rapid disease progression ultimately led to a switch to 5th line therapy with enfortumab vedotin (EV), which had only been approved in the United States at that time. The antibody-drug conjugate was well tolerated by the patient after dose reduction to 1.0 mg/ kg body weight. Simultaneous irradiation of newly occurring precardiac, hepatic and cerebral metastases were necessary. After 10 months of therapy with EV, tumour regression was observed accompanied with good symptom control. The presented case illustrates the efficacy and tolerability of EV in a heavily pre-treated patient with metastatic UC (mUC).;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Leptomeningeal Carcinomatosis in Urothelial Carcinoma of the Urinary Bladder: A Report of a Patient with a Fulminant Course Who Died of Cancer after Definitive Therapies.A 45-year-old Japanese man visited a community hospital with the chief complaint of asymptomatic macrohematuria. He was diagnosed with muscle-invasive bladder cancer (MIBC), and he received intra-arterial chemotherapy followed by radiation therapy at another institution. Twenty-eight months after chemoradiotherapy, magnetic resonance imaging (MRI) revealed MIBC recurrence. After neoadjuvant chemotherapy, robot-assisted radical cystectomy was performed. Pathological examination indicated high-grade urothelial carcinoma with lymphovascular invasion, a positive surgical margin, and skip lesions of cancer cells in the perivesical adipose tissue. Three months after surgery, he was brought to our hospital in an ambulance with the chief complaint of rotatory vertigo and was speaking inarticulately. Head and whole spine MRI revealed meningeal metastasis along both the vestibulocochlear nerves and cauda equina. Analysis of the cerebrospinal fluid revealed malignant cells. The patient was diagnosed with leptomeningeal carcinomatosis originating from the MIBC. He received whole-brain radiotherapy followed by the administration of pembrolizumab. Unfortunately, the patient's condition quickly deteriorated, and he died of cancer 4 months after surgery.;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
Safe Transition to Pembrolizumab following Ipilimumab-Induced Guillain-Barre Syndrome: A Case Report and Review of the Literature.BACKGROUND: Immune checkpoint inhibitors are novel therapies with indications for treating several solid cancers. They are associated with immune-related adverse events, which are generally well tolerated. Though rare, severe side effects may be life-threatening. One such adverse event is Guillain-Barre syndrome, which requires cessation of the immunotherapy and intravenous immunoglobulin and/or high-dose steroids to treat. No recommendations have been published regarding restarting cancer treatment after development of immunotherapy-induced Guillain-Barre syndrome. CASE PRESENTATION: A 71-year-old gentleman with recurrent, stage IIIB melanoma was started on ipilimumab (cytotoxic T lymphocyte antigen-4 inhibitor) for adjuvant treatment following radical neck dissection and radiation therapy. After completing his third cycle of ipilimumab, he developed rapidly progressive ascending paralysis. He was diagnosed with ipilimumab-induced atypical Guillain-Barre syndrome and was treated with intravenous immunoglobulin and corticosteroids. Ipilimumab was discontinued, and the patient was monitored via surveillance imaging, as there was no evidence of active disease at that time. Several months later, he was found to have recurrent disease involving the lung, requiring right lower lobectomy. Restaging revealed thoracic lymph node involvement, and he was then started on pembrolizumab (programmed cell death protein-1 inhibitor). He experienced a complete tumoral response to pembrolizumab, and he tolerated treatment well without recurrent weakness. CONCLUSIONS: Guillain-Barre syndrome is a rare but severe complication associated with immunotherapy. Our findings suggest that in patients with a history of ipilimumab-induced Guillain-Barre syndrome, pembrolizumab may possibly be a safe and effective alternative for cancer therapy.;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
"Cutaneous adverse reactions in a lung cancer patient treated with pembrolizumab: A case report.Lung cancer is the main cause of oncological death in the US and worldwide, constituting a significant public health problem. The incidence of lung cancer is on the increase. In the present study, the diagnostic process was carried out and treatment options were considered to determine the therapeutic response of a patient diagnosed with lung cancer. The case of an early stage lung cancer patient who benefited from surgical treatment was presented. The pathology report stated the complete diagnosis to be pleomorphic lung cancer with an adenocarcinoma component, pT2aN0M0, with focal positivity for thyroid transcription factor 1 (TTF1), without epidermal growth factor receptor (EGFR) mutations and ALK recombinations, having an initial clinical stage of IB and programmed death ligand-1 (PD-L1) positivity with a tumor proportion score of over 70%. The patient underwent radiotherapy treatment and was administered osteoclast inhibitors and immunotherapy, with no favorable therapeutic effect and with the presence of secondary cutaneous adverse effects to pembrolizumab. As a main cause of death, lung cancer registers a low general survival rate even in patients with targeted therapies or immunotherapy. By better identifying the patients at risk, one can establish a more efficient personalized treatment; the future objective of scientific studies is the follow-up of adverse effects of new therapies.";TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
Planned Abscopal Effect with Concurrent Pembrolizumab and Ablative Radiotherapy to Pulmonary Metastasis: A Case Report and Review of the Literature.Most abscopal effects are reported as sporadic and unpredictable events following radiotherapy at symptomatic sites. Herein, we report a case in which a planned abscopal effect was induced following deliberate radiotherapy and concurrent systemic immunotherapy. A 53-year-old man with a combined positive score >/=10 developed extensive metastatic bladder cancer after progressing on conventional chemotherapy. Extensive metastases were identified in his liver, lungs, and bones. He later had four cycles of single-agent pembrolizumab and planned hypofractionated radiotherapy at an ablative dose to selected metastatic lung tumors and developed complete remission of disease even when pembrolizumab was discontinued. This is a clear demonstration that the abscopal effect could be harnessed in a systematic manner with a combined positive score and aggressive local radiotherapy.;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Extensive Leptomeningeal Intracranial and Spinal Metastases in a Patient with a Supratentorial Glioblastoma Multiforme, IDH-Wildtype.BACKGROUND: Glioblastoma multiforme (GBM) is usually characterized by diffuse, infiltrative growth and local tumor progression. Extensive leptomeningeal metastases are rarely observed. It is unclear which GBMs are prone to this specific growth pattern and progression, and standardized salvage treatment protocols are unavailable. CASE DESCRIPTION: In a 45-year-old man without focal neurologic deficit, a right temporal GBM, IDH-wildtype (biomarkers MGMT promoter methylation negative, Ki-67 proliferation rate 70%) was diagnosed. Gross tumor resection followed by concomitant and adjuvant radiotherapy and chemotherapy with temozolomide was performed. Routine follow-up imaging 8 months later showed a right parietal meningeal tumor. Resection confirmed a distant GBM, and next-generation sequencing revealed high tumor mutational burden, high-frequency microsatellite instability, and a pharmacologically targetable KIT mutation. Complete neuraxis imaging revealed multiple contrast-enhancing tumors in the craniocervical junction and levels C7, Th8-Th11, and S1. The craniocervical tumors and the cervical spine from C1-C2 were irradiated as palliative care, and second-line combined chemotherapy and antiangiogenic therapy with irinotecan and bevacizumab was initiated, which was later changed to an immune-checkpoint blockade with pembrolizumab in combination with bevacizumab owing to tumor progression. Tumor growth was slowed, but the patient eventually developed a progressive paraparesis. Subsequent KIT-targeting tyrosine kinase inhibitor therapy with imatinib was administered for a short time. The patient died 13.8 months after initial diagnosis. CONCLUSIONS: High-risk genetic profiles for GBMs prone to develop extensive leptomeningeal metastases need to be identified. Guidelines on preemptive, complete neuraxis imaging in certain patients with GBM as well as treatment guidelines need to be developed.;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Pneumonitis in cancer patients receiving anti-PD-1 and radiotherapies: Three case reports.INTRODUCTION: In development of novel therapies for the treatment of patient with cancer, the use of radiotherapy (RT) can produce significant local control and, in recent studies, has also been shown to mediate anti-tumor responses at distant sites by triggering and enhancing the endogenous cellular immune responses. Although RT induces an abscopal effect in some patients due to enhanced immune response to the tumor, immune-escape mechanisms, including up-regulation of programmed death-ligand 1 (PD-L1) on tumor cells, limit this benefit in other patients. Hence, many studies have promoted the synergy of RT and anti-programmed cell death protein 1 (PD-1) treatment for antitumor immunity. However, outcome may be improved when more therapies are combined, but risk of side effects can be increased. CASE PRESENTATION: We herein present 3 advanced cancer patients with pulmonary metastasis and who received RT. Later, they underwent anti-PD-1 treatment and unfortunately suffered from anti-PD-1-related pneumonitis over the nonirradiated areas after 4 cycles of treatment. The upregulation of cellular PD-1 expression in these areas was considered and the immune overreaction by anti-PD-1 treatment may cause these severe pulmonary adverse effects. CONCLUSION: Our review of 3 cases warrants careful workup to reduce the risk of side effects by combinative therapy with RT and anti-PD-1 treatment.;FALSE;;;;;;;;;;;;;;;;
[An unusual digestive complication under anti-PD-1 (pembrolizumab)].The most commonly reported pattern of anti-PD-1 induced colitis is an active colitis characterized by neutrophilic inflammation and prominent apoptosis. On the other hand, reports of collagenous colitis (which is a microscopic colitis) are exceptional. In this report, we describe an unusual case of anti-PD1-associated collagenous colitis in a 76-year-old man, treated with pembrolizumab for a stage IV cutaneous melanoma. Fourteen months after the start of pembrolizumab, the patient developed a grade 3 diarrhea (up to 9 stools per day) associated with profound hypokalemia. No bacterial, viral or parasitological infectious agents were found from stool analysis. The rectosigmoidoscopy showed colonic diffuse congestion with no ulceration. Systematic biopsies were performed during endoscopy. Histologically, the fragments analyzed revealed a moderately thickened subepithelial collagen layer (20-30mum thick) associated with a mild mixed inflammatory infiltrate within the lamina propria. There were no granuloma lesions, ulcerations or viral inclusion bodies. The patient was initially successfully treated with corticosteroids (prednisone) and temporary interruption of pembrolizumab. However, during corticosteroids tapering, a relapse was observed. The treatment was switched to budesonide, leading to a complete and definitive resolution of diarrhea. To date, budesonide has been stopped and pembrolizumab has not been restarted. Currently, there is a bone progression treated by radiotherapy alone. In case of a more important progression, a systemic treatment will be secondarily discussed.;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Durable Complete Response to Pembrolizumab in Esophageal Squamous Cell Carcinoma With Divergent Microsatellite Status: A Case Report.Microsatellite instability-high (MSI-H) is widely believed to be a biomarker for immune checkpoint inhibitors (ICIs) such as pembrolizumab in solid tumors. However, due to the low prevalence of MSI-H in most cancers, it tends to be insufficient to identify whether patients should receive ICIs according to this biomarker alone. Here, we report a Chinese esophageal squamous cell carcinoma (ESCC) patient with unusual divergent MSI status between the primary lesion (MSS) and metastatic lesion (MSI-H) which developed after platinum-based therapy and radiotherapy. Both his primary and metastatic tumors responded well to pembrolizumab-containing therapies or pembrolizumab monotherapy and maintained a complete response for over 24 months. Whole-exome sequencing and multiplex immunohistochemistry were used to examine his tissue specimens. Notably, there were multiple high-frequency mutations of DDR (DNA damage repair) genes shared in the primary lesion and metastatic lesion, especially in the latter. Besides, we observed considerable degrees of infiltrating CD3(+)/CD8(+) lymphocytes in both of his primary tumor and metastatic tumor without obvious difference, suggesting that the conversion of microsatellite status had little effect on the infiltration of lymphocytes. Collectively, given the predictive role of DDR alterations for ICIs in other malignancies, the alterations of DDR genes might also be promising biomarkers in ESCC individuals receiving ICIs.;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Pembrolizumab in a Patient with Treatment-Naive Unresectable BRAF-Mutation Negative Anaplastic Thyroid Cancer.Immune check point inhibitor (ICI) therapy can be a potentially effective salvage treatment for anaplastic thyroid cancer (ATC) with progression despite standard of care therapies. We report a case of unresectable treatment-naive ATC showing a dramatic and durable response to first-line pembrolizumab therapy. A 69-year-old male presented with a large, right-sided neck mass associated with compressive symptoms. A neck ultrasound showed a large, right-sided, and highly suspicious thyroid nodule. A fine needle aspiration (FNA) biopsy revealed tumor cells consistent with ATC that were positive for PD-L1, with an expression score of >95% and negative for the BRAF V600E mutation. Imaging studies were negative for distant metastases. The disease was declared surgically inoperable, and the patient declined chemotherapy/radiation therapy (XRT), but agreed to ICI therapy with intravenous pembrolizumab 200 mg every three weeks. The patient has received 25 doses of pembrolizumab to date, with rapid resolution of symptoms and a significant reduction in tumor size. He remains alive without disease progression 18 months since initial diagnosis.;TRUE;FALSE;TRUE;;;;;;;;;;;;;;
Locally advanced lung cancer.;FALSE;;;;;;;;;;;;;;;;
Long-term survival of a patient with lung cancer treated with pembrolizumab after recurrent cardiac tamponade.A 69-year-old man with non-small cell lung cancer presenting with pericardial effusion and rapid progression of dyspnea achieved long-term disease stabilization after radiation therapy and immunotherapy. This case shows that pembrolizumab may improve prognosis in advanced lung cancer, even when complicated by cardiac tamponade.;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Complete response to pembrolizumab as a single agent in a patient with stage III NSCLC with high PD-L1 expression: a case report.Non-small cell lung cancer (NSCLC) accounts for 75-80% of all lung cancer cases. Stage III NSCLC represents a highly heterogenous stage characterized by different disease presentations and a wide range of treatment options. For patients with good performance status and unresectable-stage III NSCLC with programmed death-ligands 1 (PD-L1) tumor proportion score (TPS) >/=1%, durvalumab consolidation immunotherapy after a platinum-based chemo-radiotherapy is strongly recommended. However, age, poor performance status, underlying comorbidities may represent contraindications for chemotherapy to be used in a subgroup of patients. Herein, we report a case of an 80-year-old male affected by a stage IIIB lung adenocarcinoma with overexpression of PD-L1 (TPS 90%) treated with pembrolizumab, an immune checkpoint inhibitor targeting PD-1/PD-L1 pathways, which shows a complete resolution of lung lesion after four cycles of treatment. Although randomized controlled trials are required, this case report may suggest the potential role of pembrolizumab for chemotherapy unsuitable patients with overexpressing PD-L1 unresectable-stage III NSCLC.;TRUE;FALSE;TRUE;;;;;;;;;;;;;;
Case Report: Toripalimab Combined With Anlotinib in a Patient With Metastatic Upper Tract Urothelial Carcinoma After Pembrolizumab Failure.Urothelial carcinoma is the most common primary upper tract urinary carcinoma. If surgery, chemotherapy, and immunotherapy fail, the prognosis for upper tract urinary carcinoma is extremely poor. Immunotherapy combined with antiangiogenesis therapy is a new therapeutic regimen with a synergistic antitumor effect. We present a case of metastatic upper tract urinary carcinoma in which the patient underwent surgery and treatment with gemcitabine combined with platinum-based chemotherapy. Radiotherapy and second-line immunotherapy (pembrolizumab) were administered after the cancer had progressed to the left lymph node of the abdominal aorta in the umbilical plane. However, the patient developed liver metastases while being treated with pembrolizumab. He was administered off-label immunotherapy (toripalimab) combined with antiangiogenesis therapy (anlotinib) and achieved a long-term clinical response for over 25 months. Toripalimab combined with anlotinib has potential therapeutic value for locally advanced or metastatic upper tract urinary carcinoma in patients who had previously received platinum-based chemotherapy and had disease progression or after treatment with a PD-1 inhibitor.;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"Primary clear cell carcinoma of the vulva: A case report.Clear cell carcinoma (CCC) of the vulva is extremely rare. We report a case of a 54-year-old woman who presented with a 5 cm mass of the mons pubis. She underwent needle biopsy demonstrating CCC. She then underwent radical vulvectomy with bilateral inguinofemoral lymph node dissection. Surgical pathology revealed CCC of the vulva with lymphovascular space invasion (LVSI) and metastatic carcinoma in 1/7 inguinal lymph nodes. The patient has a history of endometriosis, raising suspicion that her CCC could have arisen from endometriosis in the mons. She completed adjuvant treatment with cisplatin and concurrent external beam radiation therapy with radiographic evidence of complete response. However, short-interval imaging demonstrated multi-focal recurrence, which was confirmed with supraclavicular lymph node biopsy. She then completed 8 cycles carboplatin, paclitaxel, and biosimilar bevacizumab-bvzr with favorable response on imaging. She was continued on bevacizumab maintenance. She was later started on pembroluzimab for disease progression based on new mediastinal adenopathy and worsening retroperitoneal lymphadenopathy. She received eight cycles of pembrolizumab with ongoing disease progression before enrolling in hospice and discontinuing cancer-directed treatment. As described in the related literature which we summarize here, the majority of reported cases of vulvar CCC arise from endometriosis implants at the site of prior episiotomy or from the Bartholin's gland. This patient had clinical history of endometriosis; prior tissue sampling was not performed to support the diagnosis. Given the absence of data regarding this rare type of primary vulvar cancer, treatment of this patient's disease was based on existing data specific to squamous cell carcinoma of the vulva and extrapolated from treatment guidelines for CCC of the ovary and endometrium. Continued research is needed on this rare form of vulvar carcinoma to determine the risk factors, prognostic factors, and treatment recommendations specific to this disease.";TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
Management of Clitoral Melanoma Presenting as an Exophytic Clitoral Mass: A Case Report and Review of the Literature.Primary mucosal melanomas of the female genital tract account for one percent or less of all cases of melanoma with even fewer originating in the clitoris. Given the rarity of diagnosis of clitoral melanoma, there is a paucity of data guiding management. There is no supporting evidence that radical vulvectomy (with or without inguinal lymphadenopathy) is associated with improved disease-free or overall survival compared to partial vulvectomy or wide local excision. Additionally, there is no data to evaluate the role of sentinel lymph node biopsy or extensive lymphadenectomy in clitoral melanoma, however previous evidence demonstrates the utility of regional lymph node sampling in predicting survival in women with female genital tract mucosal melanoma. Adjuvant therapy considerations are often extrapolated from their use in treating cutaneous melanomas, including immune checkpoint inhibitors and other immunotherapy agents. Adjuvant radiation therapy has limited utility except in cases of bulky, unresectable disease, or when inguinal lymph nodes are positive for metastasis. The 52 year-old patient presented in this review was diagnosed with locally invasive advanced stage clitoral melanoma presenting as an exophytic clitoral mass. She underwent diagnostic primary tumor resection, which demonstrated ulcerative melanoma with spindle cell features extending to a Breslow depth of at least 28 mm. She subsequently underwent secondary wide local excision with groin sentinel lymph node biopsy, and adjuvant treatment with pembrolizumab. This article also emphasizes the importance of a multidisciplinary team involving gynecologic oncology, medical oncology, radiology, and pathology for management of this rare type of primary mucosal melanoma of the female genital tract.;TRUE;FALSE;TRUE;;;;;;;;;;;;;;
"Metastatic Ductal Eccrine Adenocarcinoma with Excellent Response to Immunotherapy.Eccrine carcinoma, a subtype of which is ductal eccrine adenocarcinoma (DEA), is a rare cutaneous malignancy. For metastatic eccrine carcinoma, there are very limited data to guide treatment. Conventional chemotherapy is of limited benefit and there is only a small body of evidence for the use of immunotherapy in non-DEA eccrine carcinomas. We report the first case of metastatic DEA treated with a multimodality approach including surgery, radiotherapy, and immunotherapy, with an excellent prolonged response to pembrolizumab, and provide a review of the literature on pathological and management aspects for this rare tumour subtype. A 60-year-old male with a history of pT1N0M0 left scalp DEA, managed 2 years prior with excision and adjuvant radiotherapy, represented with a symptomatic right pontine metastasis. Imaging demonstrated intracranial, pulmonary, and hilar disease; biopsy of the cranial and lung lesions showed metastatic adenocarcinoma, morphologically similar to the previously resected scalp DEA. The patient was treated with stereotactic resections of his pontine metastases and adjuvant cranial radiotherapy, then commenced on immunotherapy with pembrolizumab. The patient has completed 21 months of pembrolizumab with a significant radiological response of the pulmonary and hilar disease and nil evidence of intracranial recurrence or further metastases. In this case report, we provide the first evidence of efficacy of immunotherapy in metastatic DEA, demonstrating an excellent and prolonged response of metastatic DEA to pembrolizumab. Further research is required to better establish the role of immunotherapy within the management protocol for this uncommon but aggressive tumour subtype.";TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
Immunotherapy in anaplastic thyroid cancer: Case series.Unresectable anaplastic thyroid cancer (ATC) has a poor prognosis. Chemotherapy and radiotherapy have limited effects on it. Here, we present four cases who underwent immunotherapy for ATC. The patients were aged between 58 and 70 years. Two male patients with pulmonary metastases received pembrolizumab and lenvatinib. However, they died of septic shock and respiratory failure in 2.7 and 1 months, respectively, after the initiation of combination therapy. Another male patient with stage IVB disease was treated with spartalizumab. The tumor remained stable after surgical debulking but slightly progressed after 23 months. He survived for 45.5 months after spartalizumab initiation. A female patient with BRAF-mutant ATC and lung metastases was treated with a combination of pembrolizumab and lenvatinib, which was complicated with grade 4 transaminitis. The patient subsequently received dabrafenib (a BRAF inhibitor) and trametinib (a MEK inhibitor) treatment, which was continued for 10.2 months with a best response of partial remission. She died 18 months after the initial diagnosis (11.4 months after treatment with dabrafenib and trametinib). In conclusion, the treatment responses of immunotherapy, either alone or in combination with other therapies, were highly variable in patients with ATC and should be carefully monitored along with the side effects.;FALSE;;;;;;;;;;;;;;;;
"Significant benefits of pembrolizumab in treating refractory advanced pulmonary sarcomatoid carcinoma: A case report.BACKGROUND: Pulmonary sarcomatoid carcinoma (PSC), a rare subtype of non-small cell lung cancer (NSCLC), is poorly differentiated and highly aggressive. Treatment is limited, and the prognosis is poor. Pembrolizumab is an anti-programmed death (PD)-1 antibody with good efficacy in NSCLC. Recent studies have demonstrated that PD-ligand 1 (PD-L1) overexpression is common in PSCs, which suggests that anti-PD-L1 treatment is an ideal option. However, the response to pembrolizumab in PSC has not been studied. CASE SUMMARY: We present a PSC case with PD-L1 overexpression that significantly benefited from pembrolizumab. A 73-year-old Chinese male was detected with a right lung lesion. Pathological analysis of the right upper lobectomy confirmed PSC. The PD-L1 test revealed overexpression (TPS: 90%). Multiple metastases occurred 1 mo after surgery, representing stage IV PSC. Neither first-line chemotherapy nor second-line antiangiogenic agents showed any benefit. Radiotherapy (1200 cGy) was administered to relieve chest wall pain. The patient received the PD-1 inhibitor pembrolizumab (100 mg) as third-line therapy; however, because of fever and severe infection, he refused to receive immunotherapy any longer. Thus, only one dose of pembrolizumab was administered. Deep sustained remission of most of the metastases was achieved except for lesions in the right adrenal gland, which first shrank and then progressed. The patient died because of disease progression in the right adrenal gland. He achieved a progression-free survival time of 8 mo and an overall survival time of 9 mo with third-line pembrolizumab. CONCLUSION: Our findings highlight and offer direct evidence of the efficacy of pembrolizumab in PD-L1-overexpressing PSCs. Combined radiotherapy and immunotherapy may enhance treatment efficacy.";TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
Combined PD-1 and JAK1/2 inhibition in refractory primary mediastinal B-cell lymphoma.;FALSE;;;;;;;;;;;;;;;;
Anti-PD-1 Immunotherapy-Induced Flare of a Known Underlying Relapsing Vasculitis Mimicking Recurrent Cancer.Safe use of immune checkpoint blockade in patients with cancer and autoimmune disorders requires a better understanding of the pathophysiology of immunologic activation. We describe the immune correlates of reactivation of granulomatosis with polyangiitis (GPA)-an antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis-in a patient with metastatic urothelial carcinoma treated with pembrolizumab. After PD-1 blockade, an inflammatory pulmonary nodule demonstrated a granulomatous, CD4+ T-cell infiltrate, correlating with increased CD4+ and CD8+ naive memory cells in the peripheral blood without changes in other immune checkpoint receptors. Placed within the context of the existing literature on GPA and disease control, our findings suggest a key role for PD-1 in GPA self-tolerance and that selective strategies for immunotherapy may be needed in patients with certain autoimmune disorders. We further summarize the current literature regarding reactivation of autoimmune disorders in patients undergoing immune checkpoint blockade, as well as potential immunosuppressive strategies to minimize the risks of further vasculitic reactivation upon rechallenge with anti-PD-1 blockade. KEY POINTS: Nonspecific imaging findings in patients with cancer and rheumatological disorders may require biopsy to distinguish underlying pathology.Patients with rheumatologic disorders have increased risk of reactivation with PD-(L)1 immune checkpoint blockade, requiring assessment of disease status before starting treatment.Further study is needed to evaluate the efficacy of treatment regimens in preventing and controlling disease reactivation.;TRUE;FALSE;TRUE;;;;;;;;;;;;;;
"Efficacy of Combined Pembrolizumab and Pelvic Radiotherapy for Bladder Cancer With Rectal Metastases.BACKGROUND/AIM: Rectal metastases from urothelial carcinoma (UC) are extremely rare with poor prognosis when treated with gemcitabine and cisplatin (GC) chemotherapy, radiation therapy, and total pelvic exenteration. Long-term survival has not been observed in patients treated with GC chemotherapy, radiation therapy, or total pelvic resection. However, there have been no reports on the efficacy of pembrolizumab therapy for this specific condition. Herein, we describe a case of rectal metastasis from UC, treated with combined pembrolizumab and pelvic radiotherapy. CASE REPORT: A 67-year-old male patient with an invasive bladder tumour underwent robot-assisted radical cystectomy and ileal conduit diversion followed by neoadjuvant GC chemotherapy. The pathological findings showed high-grade UC, pT4a, with a negative surgical margin. He presented with an impacted ileus due to severe rectal stenosis on postoperative day 35 and underwent a colostomy. Pathologically, rectal biopsy confirmed rectal metastasis; thus, the patient was started on pembrolizumab 200 mg every 3 weeks and pelvic radiotherapy with a total dose of 45 Gy. The rectal metastases remained well controlled with stable disease status, and no adverse events were observed 10 months after the initiation of combined pembrolizumab and pelvic radiotherapy. CONCLUSION: Pembrolizumab combined with radiation therapy may be an alternative treatment for rectal metastases from UC.";TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
"Spine eburnation in a metastatic lung cancer patient treated with immunotherapy and radiotherapy. The first case report of bystander effect on bone.INTRODUCTION: Metastatic non-small cell lung cancer (NSCLC) is nowadays treated with a multimodal therapeutic approach including immunotherapy, targeted therapy and radiotherapy. Radiation therapy, in addition to immune checkpoint inhibitors, gives rise to a particular radiobiological effect known as ""bystander effect"" consisting of the radiation-induced damage in nearby unirradiated cells. CASE REPORT: We report a case of a 79-year-old female patient with stage IV NSCLC treated with concomitant immuno-radiotherapy who showed a bystander effect on bone.Management and outcome: Primary tumour biopsy revealed an adenocarcinoma with a PDL1 expression >50%, while staging exams showed a right pulmonary lesion with a partial involvement of the contiguous rib and a single brain metastasis. The patient refused chemotherapy, so that Pembrolizumab 2 mg/Kg was administered every 3 weeks. After two administrations, the single brain metastasis was treated using stereotactic radiosurgery while the site of primitive lung cancer received an 8 Gy-single fraction 3 D-conformal radiotherapy. Three months after irradiation a chest CT showed a radiological remission of about 10% of the GTV and a partial eburnation of the vertebra located nearby the target volume. The CT images of a PET/CT at six months showed a complete vertebral eburnation. At the last follow-up, the patient was free of disease (brain MRI, spinal MRI and PET/CT). DISCUSSION: The present case alerts for unusual side effects provoked by bystander phenomenon in patients treated with a combination of immunotherapy and irradiation. Immune activation exacerbates the bystander effect causing normal tissues toxicities beyond what immunotherapies are causing by themselves.";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
